failure_id,machine_id,failure_timestamp,component_failed,downtime_hours,failure_severity,failure_occurred,failure_within_24h,failure_within_7d,root_cause_category,root_cause_subcategory,confidence_label,engineer_verified,pre_failure_anomaly_window_hours,max_temperature_c_72h,max_vibration_x_72h,max_motor_current_a_72h,min_lubricant_quality_72h,diagnostic_summary,recommended_action
F00094,M006,2020-11-25T03:47:00,battery_pack,1.91,Minor,1,1,1,electrical_fault,battery voltage sag,0.92,True,96,47.13,0.126,3.698,60.94,battery_pack failed after a 96-hour electrical_fault pattern connected to battery voltage sag. Sensor rows in that window carry related_failure_id=F00094.,reset and recalibrate sensor
F00095,M001,2020-11-26T16:56:00,cooling_fan,16.41,Major,1,1,1,overheating,heating element degradation,0.82,True,72,150.09,0.089,17.766,71.86,cooling_fan failed after a 72-hour overheating pattern connected to heating element degradation. Sensor rows in that window carry related_failure_id=F00095.,check power supply and wiring
F00096,M010,2020-11-27T01:00:00,feed_dog,1.19,Minor,1,1,1,wear_or_lubrication,needle drive vibration,0.85,True,72,104.53,0.598,3.253,46.51,feed_dog failed after a 72-hour wear_or_lubrication pattern connected to needle drive vibration. Sensor rows in that window carry related_failure_id=F00096.,inspect component and replace if worn
F00097,M010,2020-12-01T04:58:00,feed_dog,8.5,Moderate,1,1,1,wear_or_lubrication,needle drive vibration,0.91,True,24,85.94,1.556,3.532,40.89,feed_dog failed after a 24-hour wear_or_lubrication pattern connected to needle drive vibration. Sensor rows in that window carry related_failure_id=F00097.,inspect component and replace if worn
F00098,M008,2020-12-07T12:42:00,drive_motor,14.12,Major,1,1,1,wear_or_lubrication,feed roller wear,0.82,False,72,61.39,0.952,3.293,38.07,drive_motor failed after a 72-hour wear_or_lubrication pattern connected to feed roller wear. Sensor rows in that window carry related_failure_id=F00098.,top up lubricant and inspect bearings
F00099,M007,2020-12-11T02:56:00,imaging_drum,4.35,Moderate,1,1,1,blockage_or_jam,paper feed jam,0.88,True,72,166.1,0.508,9.266,42.94,imaging_drum failed after a 72-hour blockage_or_jam pattern connected to paper feed jam. Sensor rows in that window carry related_failure_id=F00099.,clean or clear obstruction
F00100,M003,2020-12-13T18:16:00,drain_pump,5.78,Moderate,1,1,1,pressure_or_airflow,water pressure anomaly,0.85,True,72,48.03,0.702,9.468,70.55,drain_pump failed after a 72-hour pressure_or_airflow pattern connected to water pressure anomaly. Sensor rows in that window carry related_failure_id=F00100.,clean or clear obstruction
F00101,M004,2020-12-18T06:13:31,cooling_path,2.5,Moderate,1,1,1,sensor_or_control,speaker driver distortion,0.95,True,72,78.92,0.23,4.437,75.03,cooling_path failed after a 72-hour sensor_or_control pattern connected to speaker driver distortion. Sensor rows in that window carry related_failure_id=F00101.,check power supply and wiring
F00102,M003,2020-12-18T19:32:00,circulation_pump,1.05,Minor,1,1,1,pressure_or_airflow,water pressure anomaly,0.8,True,72,56.93,0.312,9.489,68.24,circulation_pump failed after a 72-hour pressure_or_airflow pattern connected to water pressure anomaly. Sensor rows in that window carry related_failure_id=F00102.,clean or clear obstruction
F00103,M016,2020-12-20T10:57:12,power_input,7.06,Moderate,1,1,1,sensor_or_control,trigger sensor drift,0.86,True,72,59.82,0.203,1.083,72.94,power_input failed after a 72-hour sensor_or_control pattern connected to trigger sensor drift. Sensor rows in that window carry related_failure_id=F00103.,check power supply and wiring
F00104,M012,2020-12-23T19:40:00,foil_head,10.62,Major,1,1,1,electrical_fault,charging port fault,0.95,True,72,48.52,0.522,1.375,53.45,foil_head failed after a 72-hour electrical_fault pattern connected to charging port fault. Sensor rows in that window carry related_failure_id=F00104.,reset and recalibrate sensor
F00105,M002,2020-12-23T19:56:00,filter,6.95,Moderate,1,1,1,overheating,motor overheating,0.83,True,24,99.12,0.718,9.542,64.35,filter failed after a 24-hour overheating pattern connected to motor overheating. Sensor rows in that window carry related_failure_id=F00105.,inspect component and replace if worn
F00106,M018,2020-12-31T19:29:00,lcd_display,5.87,Moderate,1,1,1,electrical_fault,logic board reset,0.79,True,72,39.92,0.036,0.17,77.71,lcd_display failed after a 72-hour electrical_fault pattern connected to logic board reset. Sensor rows in that window carry related_failure_id=F00106.,check power supply and wiring
F00107,M016,2021-01-01T18:56:49,mounting_clamp,3.89,Moderate,1,1,1,overheating,audio processor overheating,0.82,True,72,44.58,0.197,1.102,82.42,mounting_clamp failed after a 72-hour overheating pattern connected to audio processor overheating. Sensor rows in that window carry related_failure_id=F00107.,check power supply and wiring
F00108,M017,2021-01-02T06:09:00,heating_plate,5.26,Moderate,1,1,1,pressure_or_airflow,lid seal leak,0.9,True,48,102.65,0.065,6.837,72.12,heating_plate failed after a 48-hour pressure_or_airflow pattern connected to lid seal leak. Sensor rows in that window carry related_failure_id=F00108.,clean or clear obstruction
F00109,M013,2021-01-03T00:23:00,coupler,4.7,Moderate,1,1,1,overheating,motor overheating,0.79,True,72,116.76,1.695,6.377,64.67,coupler failed after a 72-hour overheating pattern connected to motor overheating. Sensor rows in that window carry related_failure_id=F00109.,schedule immediate service
F00110,M012,2021-01-03T03:30:00,blade_motor,24.0,Critical,1,1,1,electrical_fault,battery degradation,0.99,False,96,47.09,0.511,1.34,58.53,blade_motor failed after a 96-hour electrical_fault pattern connected to battery degradation. Sensor rows in that window carry related_failure_id=F00110.,check power supply and wiring
F00111,M016,2021-01-08T16:51:58,mounting_clamp,5.82,Moderate,1,1,1,sensor_or_control,trigger sensor drift,0.77,True,72,59.16,0.208,1.313,80.34,mounting_clamp failed after a 72-hour sensor_or_control pattern connected to trigger sensor drift. Sensor rows in that window carry related_failure_id=F00111.,reset and recalibrate sensor
F00112,M004,2021-01-09T16:07:27,speaker_driver,5.35,Moderate,1,1,1,electrical_fault,power supply instability,0.81,True,48,61.65,0.001,4.693,82.95,speaker_driver failed after a 48-hour electrical_fault pattern connected to power supply instability. Sensor rows in that window carry related_failure_id=F00112.,reset and recalibrate sensor
F00113,M006,2021-01-09T16:44:00,image_sensor,1.27,Minor,1,1,1,blockage_or_jam,lens mount obstruction,0.8,True,72,49.22,0.276,2.764,61.29,image_sensor failed after a 72-hour blockage_or_jam pattern connected to lens mount obstruction. Sensor rows in that window carry related_failure_id=F00113.,clean or clear obstruction
F00114,M003,2021-01-12T01:26:24,drain_pump,17.0,Major,1,1,1,pressure_or_airflow,water pressure anomaly,0.97,True,72,70.97,0.691,9.54,69.61,drain_pump failed after a 72-hour pressure_or_airflow pattern connected to water pressure anomaly. Sensor rows in that window carry related_failure_id=F00114.,clean or clear obstruction
F00115,M003,2021-01-15T16:19:00,drain_pump,1.39,Minor,1,1,1,blockage_or_jam,drain restriction,0.97,True,24,72.53,0.513,9.67,76.22,drain_pump failed after a 24-hour blockage_or_jam pattern connected to drain restriction. Sensor rows in that window carry related_failure_id=F00115.,schedule immediate service
F00116,M015,2021-01-20T17:23:00,control_board,24.0,Major,1,1,1,electrical_fault,control board fault,0.8,True,72,61.6,0.769,12.561,64.89,control_board failed after a 72-hour electrical_fault pattern connected to control board fault. Sensor rows in that window carry related_failure_id=F00116.,reset and recalibrate sensor
F00117,M019,2021-01-20T23:47:42,door_seal,14.38,Major,1,1,1,sensor_or_control,thermostat drift,0.77,True,72,31.52,0.517,5.338,66.57,door_seal failed after a 72-hour sensor_or_control pattern connected to thermostat drift. Sensor rows in that window carry related_failure_id=F00117.,reset and recalibrate sensor
F00118,M014,2021-01-21T17:42:00,battery_pack,3.4,Moderate,1,1,1,sensor_or_control,speaker fault,0.91,True,72,42.78,0.03,0.316,87.67,battery_pack failed after a 72-hour sensor_or_control pattern connected to speaker fault. Sensor rows in that window carry related_failure_id=F00118.,reset and recalibrate sensor
F00119,M010,2021-01-27T08:04:00,feed_dog,1.8,Minor,1,1,1,overheating,motor overheating,0.88,True,24,68.35,0.705,3.801,49.59,feed_dog failed after a 24-hour overheating pattern connected to motor overheating. Sensor rows in that window carry related_failure_id=F00119.,check power supply and wiring
F00120,M004,2021-02-01T06:02:00,cooling_path,4.93,Moderate,1,1,1,blockage_or_jam,ventilation blockage,0.96,True,72,55.95,0.352,4.342,80.33,cooling_path failed after a 72-hour blockage_or_jam pattern connected to ventilation blockage. Sensor rows in that window carry related_failure_id=F00120.,clean or clear obstruction
F00121,M011,2021-02-01T07:48:00,door_interlock,5.98,Moderate,1,1,1,overheating,magnetron overheating,0.81,True,72,107.32,0.24,9.249,72.3,door_interlock failed after a 72-hour overheating pattern connected to magnetron overheating. Sensor rows in that window carry related_failure_id=F00121.,schedule immediate service
F00122,M016,2021-02-02T17:19:19,trigger_sensor,13.59,Major,1,1,1,electrical_fault,power input noise,0.98,True,24,48.56,0.202,1.424,80.78,trigger_sensor failed after a 24-hour electrical_fault pattern connected to power input noise. Sensor rows in that window carry related_failure_id=F00122.,reset and recalibrate sensor
F00123,M018,2021-02-03T17:50:14,logic_board,7.08,Moderate,1,1,1,sensor_or_control,display segment fault,0.88,True,24,35.74,0.028,0.116,76.6,logic_board failed after a 24-hour sensor_or_control pattern connected to display segment fault. Sensor rows in that window carry related_failure_id=F00123.,reset and recalibrate sensor
F00124,M010,2021-02-05T05:12:00,feed_dog,1.21,Minor,1,1,1,overheating,motor overheating,0.8,True,72,108.2,1.599,3.48,31.56,feed_dog failed after a 72-hour overheating pattern connected to motor overheating. Sensor rows in that window carry related_failure_id=F00124.,schedule immediate service
F00125,M016,2021-02-09T10:00:00,power_input,0.88,Minor,1,1,1,sensor_or_control,trigger sensor drift,0.76,True,72,56.93,0.194,1.096,81.2,power_input failed after a 72-hour sensor_or_control pattern connected to trigger sensor drift. Sensor rows in that window carry related_failure_id=F00125.,reset and recalibrate sensor
F00126,M002,2021-02-14T14:32:55,brush_roll,1.5,Minor,1,1,1,blockage_or_jam,brush roll jam,0.79,False,72,97.71,0.946,10.298,64.52,brush_roll failed after a 72-hour blockage_or_jam pattern connected to brush roll jam. Sensor rows in that window carry related_failure_id=F00126.,clean or clear obstruction
F00127,M013,2021-02-14T15:59:00,jar_seal,13.27,Major,1,1,1,wear_or_lubrication,coupler wear,0.9,True,72,76.08,2.398,6.555,54.89,jar_seal failed after a 72-hour wear_or_lubrication pattern connected to coupler wear. Sensor rows in that window carry related_failure_id=F00127.,top up lubricant and inspect bearings
F00128,M012,2021-02-18T11:44:00,blade_motor,6.09,Moderate,1,1,1,electrical_fault,battery degradation,0.82,True,24,51.27,0.523,1.122,55.5,blade_motor failed after a 24-hour electrical_fault pattern connected to battery degradation. Sensor rows in that window carry related_failure_id=F00128.,reset and recalibrate sensor
F00129,M015,2021-02-19T07:55:00,control_board,4.53,Moderate,1,1,1,wear_or_lubrication,fan motor bearing wear,0.84,True,72,55.63,1.69,11.627,44.79,control_board failed after a 72-hour wear_or_lubrication pattern connected to fan motor bearing wear. Sensor rows in that window carry related_failure_id=F00129.,top up lubricant and inspect bearings
F00130,M002,2021-02-19T22:54:00,brush_roll,23.94,Major,1,1,1,blockage_or_jam,airflow restriction,0.91,True,72,87.31,0.001,9.715,66.04,brush_roll failed after a 72-hour blockage_or_jam pattern connected to airflow restriction. Sensor rows in that window carry related_failure_id=F00130.,schedule immediate service
F00131,M007,2021-02-21T08:23:38,imaging_drum,6.48,Moderate,1,1,1,blockage_or_jam,paper feed jam,0.96,True,72,215.6,1.435,10.693,48.12,imaging_drum failed after a 72-hour blockage_or_jam pattern connected to paper feed jam. Sensor rows in that window carry related_failure_id=F00131.,clean or clear obstruction
F00132,M014,2021-03-02T01:06:00,keypad,2.06,Minor,1,1,1,electrical_fault,charging contact corrosion,0.93,True,72,31.83,0.07,0.357,84.66,keypad failed after a 72-hour electrical_fault pattern connected to charging contact corrosion. Sensor rows in that window carry related_failure_id=F00132.,reset and recalibrate sensor
F00133,M016,2021-03-05T21:55:00,audio_processor,3.35,Moderate,1,1,1,electrical_fault,power input noise,0.81,True,72,53.27,0.2,1.438,77.0,audio_processor failed after a 72-hour electrical_fault pattern connected to power input noise. Sensor rows in that window carry related_failure_id=F00133.,check power supply and wiring
F00134,M001,2021-03-06T00:27:00,cooling_fan,7.41,Moderate,1,1,1,pressure_or_airflow,cooling fan failure,0.89,True,72,203.34,0.096,15.372,71.54,cooling_fan failed after a 72-hour pressure_or_airflow pattern connected to cooling fan failure. Sensor rows in that window carry related_failure_id=F00134.,clean or clear obstruction
F00135,M018,2021-03-10T06:31:00,lcd_display,4.12,Moderate,1,1,1,electrical_fault,battery low voltage,0.87,True,72,39.38,0.036,0.083,79.71,lcd_display failed after a 72-hour electrical_fault pattern connected to battery low voltage. Sensor rows in that window carry related_failure_id=F00135.,check power supply and wiring
F00136,M013,2021-03-11T21:16:00,coupler,6.41,Moderate,1,1,1,wear_or_lubrication,coupler wear,0.97,False,72,85.19,1.896,6.899,39.5,coupler failed after a 72-hour wear_or_lubrication pattern connected to coupler wear. Sensor rows in that window carry related_failure_id=F00136.,inspect component and replace if worn
F00137,M006,2021-03-12T20:46:00,battery_pack,12.7,Major,1,1,1,electrical_fault,battery voltage sag,0.88,True,72,45.74,0.338,3.446,77.97,battery_pack failed after a 72-hour electrical_fault pattern connected to battery voltage sag. Sensor rows in that window carry related_failure_id=F00137.,check power supply and wiring
F00138,M019,2021-03-12T23:07:00,door_seal,0.91,Minor,1,1,1,wear_or_lubrication,condenser fan imbalance,0.97,False,72,21.45,0.934,4.799,30.08,door_seal failed after a 72-hour wear_or_lubrication pattern connected to condenser fan imbalance. Sensor rows in that window carry related_failure_id=F00138.,inspect component and replace if worn
F00139,M005,2021-03-15T19:14:30,power_board,2.5,Minor,1,1,1,wear_or_lubrication,pan tilt motor binding,0.89,True,96,51.24,0.212,1.395,48.58,power_board failed after a 96-hour wear_or_lubrication pattern connected to pan tilt motor binding. Sensor rows in that window carry related_failure_id=F00139.,inspect component and replace if worn
